Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
32020801,CRA de Monterrei,Rúa Progreso 112 baixo,Monterrei,Ourense,32618,988788106,CRA,41.9511642456055,-7.49668836593628,Pública,Non,Si
32020823,CEEPR Ilustre Mestre,Rúa PUGA s/n,Ourense,Ourense,32005,988219389,CEEPR,42.3269691467285,-7.85833597183228,Privada,Si,Non
32020835,CAD Safe Formación,Avenida de Buenos Aires 40 baixo,Ourense,Ourense,32004,,CAD,42.3414192199707,-7.86078023910523,Privada,Non,Non
32020847,EMUSPR Mestre Veneroni,Rúa Redondela (Casa da Cultura) s/n,Ribadavia,Ourense,32800,,EMUSPR,42.2856178283691,-8.14540767669678,Privada,Non,Non
32020859,EMUSPR EMBC,Auditorio Municipal Ilduara Celanova. R/ Cercado  -2,Celanova,Ourense,32800,630821662,EMUSPR,42.1521475496605,-7.95447808504105,Privada,Non,Non
32020860,CPR Litocentro,Avenida Habana 27 Baixo,Ourense,Ourense,32003,988370085,CPR,42.3430442810059,-7.86508178710938,Privada,Non,Non
32020872,CAD Escune,Praza Don Bosco 1,Ourense,Ourense,32003,,CAD,42.3441276550293,-7.86685276031494,Privada,Non,Non
32020884,CEMU Profesional Cantiga,Rúa Bedoya 9,Ourense,Ourense,32004,630773232,CEMU,42.3402900695801,-7.86163949966431,Privada,Non,Non
32020896,CAD Cented,Estrada do Seminario 18,Ourense,Ourense,32002,,CAD,42.3329391479492,-7.81540250778198,Privada,Non,Non
32020902,EMUSPR da Limia,Rúa Ladeira 8,Xinzo de Limia,Ourense,32630,,EMUSPR,42.0606269836426,-7.72422361373901,Privada,Non,Non
32020914,CPR Big Formación,"Parque Tecnolóxico de Galicia, Edificio CEI  3º",San Cibrao das Viñas,Ourense,32911,654825395,CPR,42.2955703735351,-7.8004035949707,Privada,Non,Non
32020926,ESMU do Concello de Coles,Lugar de Vilarchao s/n,Coles,Ourense,32152,,ESMU,42.4116325378418,-7.84021472930908,Pública,Non,Non
32020938,CPR Fundación Laboral de la Construcción,"Parque Empresarial de Vilamarín, Vial 4, Parcela A",Vilamarín,Ourense,32101,988364536,CPR,-7.88541752399999,42.426790038,Privada,Non,Non
