Código,Nome,Enderezo,Concello,Provincia,Cód. postal,Teléfono,Tipo de centro,COORDENADA_X,COORDENADA_Y,TITULARIDADE,ENSINO_CONCERTADO,DEPENDENTE
27020811,EPAPU de Bonxe,Lugar de Bonxe,Outeiro de Rei,Lugo,27153,982393218,EPAPU,43.1035346984863,-7.58159637451172,Pública,Non,Si
27020823,EPAPU de Monterroso,Estrada de Vegadeo-Pontevedra,Monterroso,Lugo,27568,982377043,EPAPU,42.8102798461914,-7.77134656906128,Pública,Non,Si
27020835,ESMU de Pontenova,Rúa Estación,A Pontenova,Lugo,27720,-,ESMU,43.3482322692871,-7.19130277633667,Pública,Non,Non
27020847,ESMU Municipal Samoeiro,Avenida OUTEIRO s/n,A Pobra do Brollón,Lugo,27330,980430061,ESMU,42.5496711730957,-7.39443874359131,Pública,Non,Non
27020859,CEIP Península da Paz,Estrada Río Covo s/n,Cervo,Lugo,27890,982829250,CEIP,43.6896591186523,-7.4417028427124,Pública,Non,Si
27020860,CPR Waldorf Meniñeiros,Rúa Donas,Friol,Lugo,27299,687500624,CPR,43.0188217163086,-7.71366834640503,Privada,Non,Non
27020872,ESMU Municipal de Xove,Camiño Real,Xove,Lugo,27870,982592001,ESMU,43.6859359741211,-7.50909090042114,Pública,Non,Non
27020884,EMUSPR Fábrica de Sons,Rúa Paxariños 45 Baixo,Lugo,Lugo,27002,,EMUSPR,43.0100326538086,-7.55021715164185,Privada,Non,Non
27020896,ESMU Municipal de Rábade,Rúa Alcalde José Penas s/n,Rábade,Lugo,27370,,ESMU,43.120719909668,-7.62235498428345,Pública,Non,Non
27020902,IES de Ribadeo Dionisio Gamallo,Avenida América 1,Ribadeo,Lugo,27700,982870666,IES,43.5374565124512,-7.0512809753418,Pública,Non,Si
27020914,CPR Paso a Paso Formación,Rúa Montero Ríos 86 Baixo,Lugo,Lugo,27002,982062062,CPR,-7.54750013400002,43.003787994,Privada,Non,Non
27020926,CAD Tándem,Avenida Cervantes s/n,Viveiro,Lugo,27850,677015620,CAD,43.6630516052246,-7.59447193145752,Privada,Non,Non
27020938,ESMU Municipal de Lugo,Rúa Quiroga Ballesteros s/n 1º andar,Lugo,Lugo,27001,,ESMU,43.0123138427734,-7.55837202072144,Pública,Non,Non
27020941,ESMU Municipal de Monterroso,Rúa Poeta Lorenzo Varela s/n,Monterroso,Lugo,27560,,ESMU,42.7943687438965,-7.83379173278809,Pública,Non,Non
27020951,ESMU Municipal de Begonte,Avenida de Galicia 104,Begonte,Lugo,27373,,ESMU,43.1523170471191,-7.68811559677124,Pública,Non,Non
27020963,ESMU Municipal de Outeiro de Rei,Lugar Penelas 16,Outeiro de Rei,Lugo,27154,,ESMU,43.0903282165527,-7.6011905670166,Pública,Non,Non
27020975,EMUSPR Casa da Música de Chantada,Praza de Galicia 1,Chantada,Lugo,27500,,EMUSPR,-7.76839093000001,42.609674343,Privada,Non,Non
27020987,CAD Drocer,Calzada Xián 8,Lugo,Lugo,27003,,CAD,43.0215187072754,-7.58166408538818,Privada,Non,Non
27020999,CPR A Mariña,Avenida Arcadio Pardiñas 44,Burela,Lugo,27880,,CPR,-7.36273839500001,43.660878803,Privada,Non,Non
27021001,CPR Fundación Laboral de la Construcción,Lugar San Xoán do Alto s/n,Lugo,Lugo,27232,982254578,CPR,42.984691619873,-7.59007549285889,Privada,Non,Non
27021013,CEMU Profesional Terra Chá,Rúa José María Fernández Piñeiro s/n,Begonte,Lugo,27371,,CEMU,-7.622139527,43.120527207,Privada,Non,Non
27601509,EPAPU Albeiros,Parque da Milagrosa s/n,Lugo,Lugo,27003,982828106,EPAPU,43.0224075317383,-7.56232213973999,Pública,Non,Si
